name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
Hyundai i20,2013,113200.0,100856,Diesel,Dealer,Manual,First Owner,23.06 kmpl,904 CC,73.49 bhp,60Nm@ 1847rpm,5
Audi A4,2021,752500.0,65031,Diesel,Individual,Manual,First Owner,11.25 kmpl,2510 CC,243.48 bhp,133Nm@ 2899rpm,5
Skoda Octavia,2022,442700.0,7274,Petrol,Dealer,Manual,First Owner,16.06 kmpl,1318 CC,106.4 bhp,118Nm@ 1764rpm,5
Tata Nexon,2012,85600.0,193294,Petrol,Individual,Manual,First Owner,22.74 kmpl,922 CC,73.28 bhp,239Nm@ 1752rpm,7
Tata Nexon,2015,149600.0,106459,Diesel,Individual,Automatic,Second Owner,13.6 kmpl,1334 CC,70.86 bhp,92Nm@ 3942rpm,7
Ford Ecosport,2013,156400.0,125717,Diesel,Individual,Manual,First Owner,19.76 kmpl,1037 CC,110.92 bhp,121Nm@ 3017rpm,5
Tata Nexon,2008,92800.0,94643,Diesel,Individual,Manual,First Owner,22.89 kmpl,1222 CC,98.6 bhp,94Nm@ 2053rpm,5
Hyundai i20,2008,57900.0,89251,Petrol,Individual,Manual,First Owner,19.22 kmpl,900 CC,42.43 bhp,215Nm@ 3714rpm,5
Audi A4,2010,207900.0,144916,Diesel,Individual,Manual,Third Owner,14.14 kmpl,2654 CC,274.29 bhp,129Nm@ 3078rpm,7
Maruti Swift,2010,59400.0,149262,Diesel,Individual,Manual,First Owner,16.01 kmpl,802 CC,46.33 bhp,91Nm@ 2947rpm,7
BMW 3 Series,2009,241100.0,81970,Diesel,Dealer,Manual,Second Owner,14.71 kmpl,2919 CC,285.38 bhp,179Nm@ 2341rpm,5
BMW 3 Series,2006,165200.0,160356,Petrol,Individual,Manual,First Owner,19.9 kmpl,2932 CC,261.81 bhp,224Nm@ 1636rpm,7
Audi A4,2019,712200.0,63857,Petrol,Individual,Manual,First Owner,13.41 kmpl,3000 CC,261.02 bhp,145Nm@ 3441rpm,7
Maruti Swift,2022,299100.0,83146,Petrol,Dealer,Manual,Second Owner,19.12 kmpl,1054 CC,76.1 bhp,77Nm@ 2416rpm,7
Tata Nexon,2018,196200.0,62381,Diesel,Dealer,Manual,Fourth & Above Owner,17.55 kmpl,1249 CC,127.08 bhp,149Nm@ 2816rpm,4
Mahindra XUV500,2010,70100.0,153111,Diesel,Dealer,Manual,Fourth & Above Owner,20.61 kmpl,1336 CC,86.42 bhp,249Nm@ 2310rpm,5
Honda City,2017,220300.0,100309,Petrol,Individual,Manual,First Owner,20.54 kmpl,970 CC,120.46 bhp,188Nm@ 3559rpm,7
Audi A4,2006,131900.0,179549,Petrol,Individual,Manual,Third Owner,8.84 kmpl,3000 CC,276.18 bhp,161Nm@ 3346rpm,4
Tata Nexon,2015,124300.0,90449,Petrol,Individual,Manual,Second Owner,18.75 kmpl,991 CC,82.95 bhp,245Nm@ 2532rpm,5
Skoda Octavia,2018,264700.0,80953,LPG,Dealer,Manual,First Owner,21.65 kmpl,1227 CC,117.27 bhp,100Nm@ 3471rpm,4
Skoda Octavia,2008,94000.0,124550,Diesel,Individual,Manual,First Owner,17.54 kmpl,1373 CC,85.11 bhp,133Nm@ 2302rpm,5
Maruti Swift,2018,108400.0,68173,Petrol,Individual,Manual,Fourth & Above Owner,22.62 kmpl,920 CC,35.0 bhp,227Nm@ 2209rpm,5
Honda City,2007,43400.0,141476,Diesel,Dealer,Manual,Second Owner,20.42 kmpl,730 CC,54.26 bhp,121Nm@ 3319rpm,5
Ford Ecosport,2011,101000.0,120127,Petrol,Individual,Manual,First Owner,21.76 kmpl,1130 CC,75.87 bhp,193Nm@ 1904rpm,5
BMW 3 Series,2005,175200.0,125956,Diesel,Individual,Automatic,First Owner,12.2 kmpl,2840 CC,252.46 bhp,119Nm@ 3737rpm,5
Toyota Innova,2006,98600.0,107302,Diesel,Individual,Automatic,First Owner,19.64 kmpl,1283 CC,117.29 bhp,231Nm@ 2907rpm,5
Ford Ecosport,2023,337300.0,75226,Diesel,Individual,Manual,First Owner,19.34 kmpl,945 CC,93.72 bhp,292Nm@ 2980rpm,7
BMW 3 Series,2020,654500.0,90124,Petrol,Individual,Manual,First Owner,10.36 kmpl,2776 CC,249.25 bhp,99Nm@ 2773rpm,5
Audi A4,2013,365200.0,98969,LPG,Dealer,Manual,First Owner,13.35 kmpl,2502 CC,284.79 bhp,280Nm@ 1855rpm,7
BMW 3 Series,2021,936300.0,37051,Diesel,Dealer,Manual,First Owner,8.53 kmpl,3000 CC,260.05 bhp,70Nm@ 3457rpm,5
Tata Nexon,2006,53900.0,178496,Diesel,Dealer,Manual,First Owner,23.44 kmpl,1191 CC,72.85 bhp,153Nm@ 3079rpm,5
Hyundai i20,2022,306100.0,16979,CNG,Dealer,Manual,Third Owner,19.44 kmpl,932 CC,89.17 bhp,197Nm@ 2506rpm,5
Toyota Innova,2020,383400.0,92613,Petrol,Dealer,Automatic,First Owner,21.63 kmpl,1447 CC,127.38 bhp,227Nm@ 3295rpm,5
BMW 3 Series,2006,138500.0,180897,Diesel,Dealer,Automatic,Second Owner,16.21 kmpl,2689 CC,236.14 bhp,227Nm@ 2866rpm,5
Skoda Octavia,2015,212400.0,124695,Petrol,Dealer,Manual,First Owner,17.49 kmpl,1339 CC,122.48 bhp,79Nm@ 2085rpm,8
Tata Nexon,2006,71400.0,108520,Petrol,Individual,Manual,First Owner,19.91 kmpl,1254 CC,80.46 bhp,167Nm@ 2839rpm,8
Skoda Octavia,2015,178600.0,125381,Petrol,Individual,Automatic,First Owner,19.08 kmpl,1122 CC,100.38 bhp,161Nm@ 3878rpm,7
Skoda Octavia,2011,80300.0,68632,Diesel,Dealer,Manual,Fourth & Above Owner,16.02 kmpl,1099 CC,89.55 bhp,121Nm@ 3085rpm,4
Maruti Swift,2020,269000.0,14244,Diesel,Individual,Manual,First Owner,22.08 kmpl,1030 CC,67.51 bhp,157Nm@ 3871rpm,5
Mahindra XUV500,2018,207300.0,70455,Diesel,Individual,Manual,Second Owner,22.2 kmpl,882 CC,110.27 bhp,247Nm@ 3316rpm,7
Honda City,2007,67300.0,146263,Petrol,Individual,Manual,Second Owner,18.55 kmpl,1060 CC,97.81 bhp,168Nm@ 3722rpm,7
Ford Ecosport,2012,115400.0,96368,Petrol,Individual,Manual,First Owner,17.8 kmpl,882 CC,83.5 bhp,90Nm@ 3889rpm,7
Audi A4,2019,392900.0,202250,Petrol,Trustmark Dealer,Manual,Second Owner,17.93 kmpl,2576 CC,240.35 bhp,231Nm@ 2796rpm,5
Hyundai i20,2023,276000.0,46350,Diesel,Trustmark Dealer,Manual,Second Owner,18.2 kmpl,700 CC,84.43 bhp,160Nm@ 3570rpm,5
Ford Ecosport,2007,61400.0,127201,Petrol,Dealer,Automatic,Second Owner,18.09 kmpl,1182 CC,53.73 bhp,199Nm@ 3278rpm,7
Audi A4,2019,498500.0,88825,Diesel,Dealer,Manual,Second Owner,12.29 kmpl,2604 CC,259.41 bhp,232Nm@ 3341rpm,5
Tata Nexon,2011,68300.0,143316,Petrol,Individual,Manual,Third Owner,20.46 kmpl,1164 CC,66.38 bhp,181Nm@ 3068rpm,4
Audi A4,2019,677700.0,42440,Diesel,Individual,Manual,First Owner,15.6 kmpl,2854 CC,266.38 bhp,182Nm@ 2527rpm,8
Skoda Octavia,2006,78300.0,146120,Diesel,Individual,Automatic,Third Owner,19.55 kmpl,1509 CC,119.67 bhp,76Nm@ 2065rpm,5
Audi A4,2020,612800.0,107338,Diesel,Dealer,Manual,First Owner,12.95 kmpl,2761 CC,256.3 bhp,71Nm@ 2705rpm,5
Honda City,2010,99700.0,91017,Petrol,Dealer,Automatic,First Owner,18.19 kmpl,996 CC,83.79 bhp,216Nm@ 3740rpm,7
Hyundai i20,2011,63700.0,153777,Petrol,Dealer,Manual,Second Owner,13.94 kmpl,724 CC,58.66 bhp,135Nm@ 2705rpm,7
Mahindra XUV500,2012,124100.0,80778,Diesel,Dealer,Manual,First Owner,22.62 kmpl,1138 CC,67.92 bhp,133Nm@ 3864rpm,7
Hyundai i20,2022,302800.0,68753,Petrol,Dealer,Manual,First Owner,17.86 kmpl,1611 CC,35.39 bhp,62Nm@ 2528rpm,5
BMW 3 Series,2009,238800.0,132602,Petrol,Trustmark Dealer,Automatic,First Owner,16.52 kmpl,2587 CC,292.67 bhp,127Nm@ 3938rpm,5
Tata Nexon,2009,99600.0,118416,Petrol,Dealer,Manual,First Owner,18.5 kmpl,1523 CC,72.08 bhp,60Nm@ 1711rpm,7
Mahindra XUV500,2019,243300.0,154754,Diesel,Dealer,Manual,First Owner,18.47 kmpl,1261 CC,102.88 bhp,187Nm@ 2261rpm,5
Skoda Octavia,2023,336700.0,62286,Diesel,Dealer,Manual,Third Owner,15.72 kmpl,1431 CC,95.81 bhp,181Nm@ 3653rpm,7
Ford Ecosport,2011,98700.0,64483,Petrol,Dealer,Manual,Third Owner,19.54 kmpl,1062 CC,88.37 bhp,200Nm@ 1907rpm,4
Ford Ecosport,2014,95400.0,60406,Diesel,Dealer,Automatic,Fourth & Above Owner,20.56 kmpl,720 CC,77.91 bhp,116Nm@ 2641rpm,7
Audi A4,2011,202500.0,140807,Diesel,Individual,Manual,Third Owner,17.15 kmpl,2711 CC,240.75 bhp,67Nm@ 2936rpm,5
Audi A4,2009,274300.0,85762,Diesel,Individual,Manual,First Owner,12.06 kmpl,2697 CC,269.4 bhp,190Nm@ 3971rpm,5
Hyundai i20,2012,84000.0,140647,Diesel,Individual,Automatic,Third Owner,17.39 kmpl,1163 CC,69.39 bhp,96Nm@ 3534rpm,5
Audi A4,2021,697500.0,66782,Diesel,Trustmark Dealer,Manual,Second Owner,13.66 kmpl,2949 CC,238.49 bhp,124Nm@ 2067rpm,7
Hyundai i20,2013,66800.0,84109,CNG,Individual,Manual,Third Owner,14.26 kmpl,854 CC,35.0 bhp,234Nm@ 3158rpm,5
Toyota Innova,2018,274300.0,80328,Diesel,Trustmark Dealer,Manual,First Owner,19.09 kmpl,1092 CC,124.28 bhp,206Nm@ 1828rpm,5
Honda City,2009,99200.0,129199,Petrol,Individual,Manual,First Owner,20.48 kmpl,1453 CC,82.87 bhp,115Nm@ 3174rpm,5
Toyota Innova,2012,130000.0,104534,Petrol,Individual,Manual,First Owner,20.52 kmpl,1233 CC,89.95 bhp,60Nm@ 3706rpm,5
Skoda Octavia,2021,242300.0,129891,Diesel,Individual,Manual,Second Owner,14.29 kmpl,1016 CC,90.15 bhp,116Nm@ 2596rpm,5
Tata Nexon,2016,113900.0,106835,Diesel,Individual,Manual,Fourth & Above Owner,20.69 kmpl,1083 CC,85.95 bhp,81Nm@ 3600rpm,5
Toyota Innova,2013,143500.0,133788,Petrol,Dealer,Manual,First Owner,19.95 kmpl,1210 CC,93.99 bhp,108Nm@ 3952rpm,7
Hyundai i20,2020,188800.0,63287,Petrol,Individual,Manual,Second Owner,14.89 kmpl,909 CC,40.16 bhp,142Nm@ 3042rpm,5
Audi A4,2009,176500.0,146118,Petrol,Dealer,Manual,Third Owner,17.53 kmpl,2886 CC,240.73 bhp,202Nm@ 3079rpm,7
Ford Ecosport,2022,310400.0,55513,Diesel,Individual,Manual,First Owner,22.22 kmpl,1209 CC,64.41 bhp,299Nm@ 2775rpm,8
Honda City,2013,133100.0,64858,Petrol,Individual,Manual,Second Owner,23.46 kmpl,1192 CC,86.35 bhp,196Nm@ 2836rpm,5
Mahindra XUV500,2006,53600.0,223181,Diesel,Individual,Manual,Second Owner,16.64 kmpl,1176 CC,86.79 bhp,232Nm@ 2798rpm,5
Toyota Innova,2013,164600.0,150079,Petrol,Individual,Manual,Second Owner,11.98 kmpl,1617 CC,144.08 bhp,211Nm@ 1827rpm,5
Ford Ecosport,2023,200200.0,101315,Petrol,Individual,Manual,Fourth & Above Owner,19.37 kmpl,1068 CC,68.1 bhp,80Nm@ 2343rpm,5
Toyota Innova,2007,98500.0,154001,Diesel,Trustmark Dealer,Manual,First Owner,15.97 kmpl,1660 CC,111.57 bhp,178Nm@ 3545rpm,5
Audi A4,2017,528000.0,71473,Petrol,Individual,Manual,Second Owner,16.06 kmpl,2441 CC,276.62 bhp,153Nm@ 3905rpm,7
Maruti Swift,2011,94100.0,49745,Diesel,Trustmark Dealer,Manual,First Owner,23.07 kmpl,783 CC,64.62 bhp,232Nm@ 1592rpm,7
Toyota Innova,2011,136100.0,93749,Diesel,Individual,Manual,Second Owner,16.49 kmpl,1495 CC,104.06 bhp,60Nm@ 3959rpm,7
Maruti Swift,2007,63000.0,105331,Petrol,Dealer,Manual,First Owner,18.67 kmpl,1062 CC,59.64 bhp,238Nm@ 3737rpm,7
BMW 3 Series,2010,257000.0,92367,Diesel,Individual,Automatic,Second Owner,13.28 kmpl,2406 CC,252.18 bhp,206Nm@ 2934rpm,5
BMW 3 Series,2010,232000.0,144067,Petrol,Dealer,Manual,First Owner,10.36 kmpl,2200 CC,286.28 bhp,95Nm@ 3611rpm,5
Hyundai i20,2015,95700.0,98622,Petrol,Dealer,Manual,Fourth & Above Owner,22.9 kmpl,991 CC,69.4 bhp,234Nm@ 3980rpm,7
Ford Ecosport,2018,220400.0,124739,Petrol,Trustmark Dealer,Manual,Second Owner,18.19 kmpl,1165 CC,115.86 bhp,187Nm@ 1887rpm,5
Audi A4,2015,435900.0,110239,Petrol,Individual,Manual,First Owner,13.07 kmpl,2897 CC,279.5 bhp,110Nm@ 3352rpm,5
Toyota Innova,2010,170300.0,68999,Petrol,Individual,Manual,First Owner,14.74 kmpl,1458 CC,140.18 bhp,201Nm@ 1730rpm,5
Tata Nexon,2009,86700.0,180431,Diesel,Trustmark Dealer,Manual,First Owner,21.51 kmpl,1139 CC,91.33 bhp,133Nm@ 3575rpm,5
Ford Ecosport,2018,166900.0,75758,Diesel,Individual,Manual,Third Owner,18.43 kmpl,740 CC,89.08 bhp,177Nm@ 1781rpm,7
Maruti Swift,2014,86000.0,124728,Diesel,Individual,Manual,Second Owner,16.77 kmpl,725 CC,70.09 bhp,138Nm@ 3627rpm,8
BMW 3 Series,2012,299400.0,69007,Diesel,Individual,Manual,Second Owner,12.79 kmpl,2470 CC,276.98 bhp,227Nm@ 3733rpm,5
Ford Ecosport,2011,111900.0,127015,CNG,Individual,Manual,First Owner,20.29 kmpl,1240 CC,81.83 bhp,242Nm@ 1566rpm,7
Mahindra XUV500,2010,119800.0,88125,Petrol,Individual,Manual,First Owner,17.78 kmpl,1310 CC,97.14 bhp,98Nm@ 2813rpm,5
Honda City,2012,120800.0,106399,Petrol,Individual,Manual,Second Owner,15.04 kmpl,1126 CC,95.94 bhp,63Nm@ 3036rpm,5
BMW 3 Series,2015,540800.0,67858,Petrol,Individual,Automatic,First Owner,15.27 kmpl,2823 CC,269.52 bhp,164Nm@ 3783rpm,5
Maruti Swift,2013,130200.0,82345,Petrol,Dealer,Automatic,First Owner,21.15 kmpl,1019 CC,68.77 bhp,152Nm@ 2075rpm,5
Hyundai i20,2023,317300.0,104262,Petrol,Individual,Manual,First Owner,22.3 kmpl,868 CC,93.35 bhp,241Nm@ 1640rpm,7
Tata Nexon,2010,86400.0,172665,Diesel,Individual,Automatic,First Owner,17.63 kmpl,1156 CC,70.44 bhp,282Nm@ 1710rpm,7
Tata Nexon,2011,91400.0,107120,Petrol,Individual,Manual,First Owner,16.05 kmpl,924 CC,75.0 bhp,188Nm@ 3768rpm,5
Hyundai i20,2023,416300.0,110757,Petrol,Individual,Automatic,First Owner,16.9 kmpl,1666 CC,73.97 bhp,259Nm@ 2852rpm,7
Toyota Innova,2011,126000.0,116346,Diesel,Individual,Manual,First Owner,21.1 kmpl,1091 CC,101.53 bhp,207Nm@ 2612rpm,5
Honda City,2017,165600.0,70453,CNG,Individual,Manual,Second Owner,21.06 kmpl,1126 CC,61.71 bhp,311Nm@ 2743rpm,5
Tata Nexon,2015,130800.0,150540,Petrol,Individual,Manual,First Owner,11.18 kmpl,797 CC,102.02 bhp,90Nm@ 3018rpm,7
Ford Ecosport,2021,210300.0,112100,Petrol,Individual,Automatic,Second Owner,18.66 kmpl,934 CC,73.41 bhp,185Nm@ 2231rpm,5
Ford Ecosport,2021,231100.0,82960,Petrol,Dealer,Manual,Third Owner,21.01 kmpl,1025 CC,102.35 bhp,203Nm@ 2599rpm,7
Ford Ecosport,2017,153200.0,130373,Diesel,Individual,Automatic,Second Owner,15.82 kmpl,1037 CC,71.49 bhp,276Nm@ 2306rpm,7
Ford Ecosport,2022,328900.0,44267,Diesel,Individual,Manual,First Owner,16.17 kmpl,1087 CC,72.12 bhp,67Nm@ 3772rpm,5
Mahindra XUV500,2007,64000.0,177447,Diesel,Individual,Manual,Second Owner,24.91 kmpl,1210 CC,89.93 bhp,143Nm@ 2238rpm,5
Skoda Octavia,2017,235000.0,107511,Petrol,Dealer,Manual,Second Owner,21.12 kmpl,1499 CC,134.67 bhp,168Nm@ 2600rpm,5
Audi A4,2016,489500.0,117225,Diesel,Individual,Automatic,First Owner,12.35 kmpl,2649 CC,251.98 bhp,197Nm@ 3481rpm,5
Tata Nexon,2007,60200.0,146162,Diesel,Individual,Manual,First Owner,9.8 kmpl,793 CC,97.19 bhp,93Nm@ 3048rpm,5
Mahindra XUV500,2006,66600.0,174977,Diesel,Individual,Manual,First Owner,19.91 kmpl,1207 CC,97.44 bhp,210Nm@ 2920rpm,5
Maruti Swift,2018,124600.0,122792,Petrol,Trustmark Dealer,Manual,First Owner,17.85 kmpl,744 CC,46.14 bhp,225Nm@ 2005rpm,5
BMW 3 Series,2014,364400.0,87972,Petrol,Trustmark Dealer,Manual,Second Owner,10.77 kmpl,2423 CC,293.39 bhp,97Nm@ 3127rpm,4
Mahindra XUV500,2014,205800.0,71742,Petrol,Dealer,Automatic,First Owner,16.37 kmpl,1231 CC,102.49 bhp,224Nm@ 2933rpm,5
BMW 3 Series,2005,158900.0,158954,Diesel,Dealer,Manual,First Owner,15.76 kmpl,2853 CC,256.34 bhp,86Nm@ 3119rpm,5
Honda City,2021,207500.0,103397,Diesel,Individual,Manual,Second Owner,15.55 kmpl,1136 CC,57.7 bhp,218Nm@ 3447rpm,7
Skoda Octavia,2009,116800.0,166005,CNG,Trustmark Dealer,Manual,First Owner,16.94 kmpl,1659 CC,107.39 bhp,194Nm@ 2482rpm,5
Skoda Octavia,2016,116300.0,174106,LPG,Individual,Manual,Fourth & Above Owner,19.42 kmpl,1228 CC,117.52 bhp,213Nm@ 2237rpm,7
BMW 3 Series,2007,195900.0,120752,Petrol,Individual,Manual,Second Owner,8.0 kmpl,2842 CC,261.42 bhp,224Nm@ 3792rpm,7
Ford Ecosport,2020,209400.0,128629,Diesel,Individual,Manual,First Owner,24.02 kmpl,1061 CC,76.62 bhp,202Nm@ 2468rpm,7
BMW 3 Series,2010,217000.0,153007,Diesel,Dealer,Manual,First Owner,10.52 kmpl,2178 CC,265.5 bhp,263Nm@ 3248rpm,5
Hyundai i20,2016,128800.0,118331,Diesel,Trustmark Dealer,Automatic,Second Owner,17.35 kmpl,918 CC,55.39 bhp,111Nm@ 3565rpm,5
BMW 3 Series,2012,235800.0,159142,Diesel,Individual,Manual,Second Owner,14.0 kmpl,2667 CC,252.18 bhp,116Nm@ 2302rpm,7
Hyundai i20,2023,280700.0,51021,Petrol,Dealer,Manual,First Owner,22.68 kmpl,863 CC,60.98 bhp,184Nm@ 2058rpm,7
Tata Nexon,2012,165500.0,92960,Petrol,Individual,Manual,First Owner,18.62 kmpl,1629 CC,85.87 bhp,105Nm@ 2813rpm,7
Hyundai i20,2019,214800.0,15107,Diesel,Individual,Manual,First Owner,16.49 kmpl,700 CC,69.33 bhp,208Nm@ 3710rpm,8
Ford Ecosport,2008,82800.0,138899,Diesel,Individual,Automatic,First Owner,21.42 kmpl,700 CC,105.42 bhp,190Nm@ 2172rpm,7
Tata Nexon,2015,140300.0,65248,LPG,Individual,Manual,Second Owner,18.53 kmpl,826 CC,90.46 bhp,160Nm@ 3133rpm,7
Hyundai i20,2006,41500.0,123577,Petrol,Dealer,Manual,Third Owner,17.7 kmpl,700 CC,69.07 bhp,163Nm@ 3805rpm,7
Tata Nexon,2008,74100.0,107624,Diesel,Individual,Manual,First Owner,15.86 kmpl,940 CC,76.9 bhp,100Nm@ 3507rpm,5
Hyundai i20,2005,41400.0,127995,Petrol,Individual,Automatic,Second Owner,16.1 kmpl,912 CC,44.22 bhp,199Nm@ 1762rpm,7
Tata Nexon,2020,257800.0,131110,Petrol,Individual,Manual,First Owner,20.57 kmpl,1283 CC,97.62 bhp,202Nm@ 2524rpm,5
Hyundai i20,2007,50000.0,171798,Diesel,Individual,Manual,Second Owner,20.97 kmpl,700 CC,73.37 bhp,176Nm@ 2031rpm,5
Mahindra XUV500,2005,61700.0,112437,Petrol,Dealer,Manual,First Owner,17.68 kmpl,1293 CC,83.52 bhp,224Nm@ 2317rpm,5
Honda City,2014,124100.0,82150,Diesel,Dealer,Manual,Fourth & Above Owner,22.97 kmpl,1119 CC,94.36 bhp,182Nm@ 3405rpm,5
Mahindra XUV500,2015,142900.0,139635,Diesel,Individual,Manual,First Owner,18.99 kmpl,1417 CC,64.34 bhp,295Nm@ 3792rpm,5
Maruti Swift,2011,81800.0,82758,Diesel,Dealer,Manual,First Owner,26.19 kmpl,774 CC,51.68 bhp,70Nm@ 1666rpm,5
Mahindra XUV500,2007,82900.0,113198,Petrol,Individual,Manual,Third Owner,19.38 kmpl,1487 CC,108.01 bhp,133Nm@ 2856rpm,7
Tata Nexon,2017,194300.0,87407,Petrol,Trustmark Dealer,Automatic,Second Owner,23.25 kmpl,769 CC,115.22 bhp,83Nm@ 2386rpm,5
Honda City,2011,92600.0,114219,Diesel,Individual,Manual,Third Owner,21.26 kmpl,835 CC,114.9 bhp,146Nm@ 2421rpm,5
Hyundai i20,2009,58600.0,120900,Diesel,Individual,Manual,Second Owner,17.74 kmpl,745 CC,67.91 bhp,82Nm@ 1947rpm,5
Hyundai i20,2019,119800.0,104554,Petrol,Individual,Manual,Second Owner,24.63 kmpl,719 CC,35.26 bhp,169Nm@ 2408rpm,5
Hyundai i20,2018,154400.0,43584,Petrol,Individual,Manual,Second Owner,12.92 kmpl,817 CC,51.78 bhp,205Nm@ 2092rpm,8
BMW 3 Series,2016,446500.0,115361,Petrol,Individual,Manual,First Owner,13.88 kmpl,2503 CC,259.51 bhp,203Nm@ 1513rpm,7
Toyota Innova,2011,160300.0,122178,Diesel,Dealer,Manual,First Owner,14.14 kmpl,1453 CC,137.16 bhp,167Nm@ 2951rpm,5
Hyundai i20,2022,237100.0,72792,Diesel,Trustmark Dealer,Manual,First Owner,22.59 kmpl,1016 CC,37.4 bhp,180Nm@ 3794rpm,5
Mahindra XUV500,2017,210200.0,63356,Diesel,Individual,Manual,First Owner,20.77 kmpl,1061 CC,87.42 bhp,62Nm@ 2804rpm,7
Maruti Swift,2020,262400.0,105531,CNG,Individual,Manual,First Owner,15.21 kmpl,1188 CC,78.84 bhp,129Nm@ 3256rpm,5
Ford Ecosport,2005,53700.0,178477,Diesel,Dealer,Manual,First Owner,20.68 kmpl,1151 CC,90.03 bhp,100Nm@ 1936rpm,5
Hyundai i20,2017,189700.0,80024,Diesel,Dealer,Manual,First Owner,13.62 kmpl,1111 CC,66.39 bhp,91Nm@ 2803rpm,7
Mahindra XUV500,2005,50900.0,185031,Petrol,Individual,Manual,First Owner,16.73 kmpl,1559 CC,48.62 bhp,100Nm@ 2506rpm,7
Skoda Octavia,2020,283900.0,74637,Diesel,Dealer,Manual,First Owner,20.48 kmpl,1072 CC,104.55 bhp,61Nm@ 2748rpm,5
Mahindra XUV500,2021,356000.0,87037,Petrol,Individual,Manual,First Owner,19.63 kmpl,1212 CC,107.78 bhp,60Nm@ 1795rpm,8
BMW 3 Series,2014,305300.0,117262,Petrol,Individual,Manual,Third Owner,19.47 kmpl,2782 CC,273.65 bhp,89Nm@ 3096rpm,8
Audi A4,2007,135100.0,190811,Diesel,Individual,Manual,Third Owner,15.3 kmpl,2775 CC,271.29 bhp,164Nm@ 3309rpm,5
Toyota Innova,2019,206600.0,103577,Diesel,Dealer,Manual,Fourth & Above Owner,19.51 kmpl,1721 CC,115.65 bhp,141Nm@ 3177rpm,7
Maruti Swift,2013,110000.0,87311,Petrol,Individual,Automatic,First Owner,19.56 kmpl,972 CC,49.67 bhp,60Nm@ 3037rpm,7
Mahindra XUV500,2007,88600.0,144172,Petrol,Individual,Manual,Second Owner,14.64 kmpl,1804 CC,99.92 bhp,163Nm@ 3961rpm,7
Maruti Swift,2008,43700.0,117721,Diesel,Individual,Manual,Fourth & Above Owner,23.49 kmpl,824 CC,67.01 bhp,82Nm@ 3751rpm,7
Ford Ecosport,2006,72800.0,148309,Diesel,Individual,Manual,First Owner,22.41 kmpl,1551 CC,77.11 bhp,156Nm@ 1637rpm,7
Skoda Octavia,2006,93100.0,80594,Diesel,Dealer,Automatic,Second Owner,18.16 kmpl,982 CC,132.92 bhp,187Nm@ 3016rpm,7
Ford Ecosport,2017,153500.0,106242,Petrol,Individual,Manual,First Owner,23.64 kmpl,1357 CC,41.06 bhp,154Nm@ 2187rpm,7
Audi A4,2006,174800.0,147734,CNG,Individual,Manual,First Owner,13.48 kmpl,2568 CC,258.56 bhp,123Nm@ 2234rpm,5
Hyundai i20,2021,122900.0,88835,Petrol,Dealer,Manual,Fourth & Above Owner,20.91 kmpl,804 CC,45.23 bhp,164Nm@ 2808rpm,5
BMW 3 Series,2022,789900.0,59518,Petrol,Individual,Manual,Second Owner,14.25 kmpl,2824 CC,250.81 bhp,208Nm@ 3314rpm,5
Ford Ecosport,2018,241400.0,96356,Diesel,Dealer,Manual,First Owner,17.76 kmpl,1379 CC,83.32 bhp,153Nm@ 3866rpm,5
Audi A4,2019,553400.0,131808,Petrol,Individual,Manual,First Owner,16.05 kmpl,2892 CC,257.59 bhp,173Nm@ 2070rpm,5
Toyota Innova,2013,170000.0,62153,Petrol,Trustmark Dealer,Automatic,First Owner,22.72 kmpl,1236 CC,87.98 bhp,133Nm@ 3479rpm,5
Maruti Swift,2009,71600.0,124545,Petrol,Dealer,Manual,First Owner,24.35 kmpl,700 CC,78.38 bhp,60Nm@ 2192rpm,5
Ford Ecosport,2016,140100.0,124125,Diesel,Dealer,Manual,Second Owner,18.56 kmpl,1167 CC,76.81 bhp,134Nm@ 1601rpm,5
Skoda Octavia,2011,145200.0,78616,Petrol,Dealer,Manual,First Owner,22.59 kmpl,1512 CC,100.68 bhp,156Nm@ 3652rpm,5
BMW 3 Series,2012,375900.0,106761,Diesel,Individual,Automatic,First Owner,15.52 kmpl,2589 CC,257.06 bhp,199Nm@ 2230rpm,7
Maruti Swift,2023,199300.0,60590,Petrol,Individual,Manual,Third Owner,19.69 kmpl,700 CC,57.35 bhp,223Nm@ 2227rpm,5
Hyundai i20,2019,141800.0,99633,Petrol,Dealer,Manual,Third Owner,15.0 kmpl,817 CC,68.86 bhp,71Nm@ 2609rpm,5
Honda City,2022,272800.0,74713,Petrol,Individual,Manual,First Owner,18.26 kmpl,710 CC,86.47 bhp,154Nm@ 2902rpm,7
Honda City,2012,112100.0,153079,Diesel,Individual,Manual,First Owner,19.79 kmpl,1049 CC,103.09 bhp,198Nm@ 3531rpm,5
Tata Nexon,2021,272700.0,88614,Petrol,Individual,Manual,First Owner,18.37 kmpl,1167 CC,88.35 bhp,202Nm@ 2931rpm,7
Tata Nexon,2013,113400.0,87002,Petrol,Individual,Manual,Second Owner,18.22 kmpl,842 CC,89.15 bhp,128Nm@ 1935rpm,7
Hyundai i20,2022,225600.0,64716,LPG,Individual,Manual,Second Owner,16.97 kmpl,700 CC,62.52 bhp,60Nm@ 3111rpm,5
